,0,1,2,3,4,5
760,racine,,,,,
761,round rock,,,,,
762,owings,,,,,
763,pacoima,,,,,
764,pacoima,,,,,
765,rockford,,,,,
766,millington,,,,,
767,maple shade township,,,,,
768,bakersfield,,,,,
769,westminster,,,,,
770,kent,,,,,
771,pueblo,,,,,
772,belleville,,,,,
773,newnan,,,,,
774,bridgeport,,,,,
775,pacoima,,,,,
776,portsmouth,,,,,
777,broomfield,,,,,
778,belleville,,,,,
779,kent,,,,,
780,bowling green,,,,,
781,norfolk,,,,,
782,flower mound,,,,,
783,colonial heights,,,,,
784,rockford,,,,,
785,port arthur,,,,,
786,belleville,,,,,
787,manor,,,,,
788,newberry,,,,,
789,honolulu,,,,,
790,pueblo,,,,,
791,glen burnie,,,,,
792,andersonville,,,,,
793,batavia,,,,,
794,barstow,,,,,
795,weslaco,,,,,
796,round rock,,,,,
797,grand prairie,,,,,
798,zamora,,,,,
799,knightdale,,,,,
800,bridgeville,,,,,
801,honolulu,,,,,
802,honolulu,,,,,
803,milwaukee,,,,,
804,festus,,,,,
805,pinellas park,,,,,
806,pinellas park,,,,,
807,woodbine,,,,,
808,milwaukee,,,,,
809,san sebastian,,,,,
810,griffin,,,,,
811,milwaukee,,,,,
812,belmar,,,,,
813,lynwood,,,,,
814,texas city,,,,,
815,bridgeport,,,,,
816,palatka,,,,,
817,desert hot springs,,,,,
818,kent,,,,,
819,spartanburg,,,,,
820,kent,,,,,
821,north augusta,,,,,
822,salem,,,,,
823,canyon country,,,,,
824,lawrence,,,,,
825,fargo,,,,,
826,prescott,,,,,
827,norfolk,,,,,
828,savannah,,,,,
829,bullhead city,,,,,
830,bakersfield,,,,,
831,jamestown,,,,,
832,honolulu,,,,,
833,cypress,,,,,
834,balcones heights,,,,,
835,san juan,,,,,
836,milwaukee,,,,,
837,belleville,,,,,
838,woodland,,,,,
839,lockport,,,,,
840,florence,,,,,
841,clearwater,,,,,
842,martinsville,,,,,
843,winston-salem,,,,,
844,crystal river,,,,,
845,port chester,,,,,
846,greer,,,,,
847,greer,,,,,
848,tuscaloosa,,,,,
849,norfolk,,,,,
850,skokie,,,,,
851,savannah,,,,,
852,balcones heights,,,,,
853,guatemala city,,,,,
854,port arthur,,,,,
855,west memphis,,,,,
856,takoma park,,,,,
857,honolulu,,,,,
858,west monroe,,,,,
859,honolulu,,,,,
860,honolulu,,,,,
861,kent,,,,,
862,san jacinto,,,,,
863,pacoima,,,,,
864,ypsilanti,,,,,
865,penns grove,,,,,
866,goldsboro,,,,,
867,honolulu,,,,,
868,westminster,,,,,
869,clearwater,,,,,
870,pittsburg,,,,,
871,college station,,,,,
872,florence,,,,,
873,altoona,,,,,
874,pacoima,,,,,
875,portsmouth,,,,,
876,belleville,,,,,
877,silverton,,,,,
878,kent,,,,,
879,kent,,,,,
880,maryville,,,,,
881,deming,,,,,
882,montgomery,,,,,
883,texas city,,,,,
884,perry,,,,,
885,racine,,,,,
886,murfreesboro,,,,,
887,bakersfield,,,,,
888,san juan,,,,,
889,norfolk,,,,,
890,apopka,,,,,
891,norwalk,,,,,
892,east chicago,,,,,
893,danville,,,,,
894,fargo,,,,,
895,avondale,,,,,
896,south lyon,,,,,
897,highland park,,,,,
898,brownsville,,,,,
899,kent,,,,,
900,monterrey,,,,,
901,apache junction,,,,,
902,honolulu,,,,,
903,honolulu,,,,,
904,grand prairie,,,,,
905,milwaukee,,,,,
906,odessa,,,,,
907,auburn hills,,,,,
908,spring valley,,,,,
909,san juan,,,,,
910,hurricane,,,,,
911,winston-salem,,,,,
912,huntington,,,,,
913,milwaukee,,,,,
914,belleville,,,,,
915,hobbs,,,,,
916,kent,,,,,
917,lakeland,,,,,
918,takoma park,,,,,
919,bridgeton,,,,,
920,goshen,,,,,
921,elk grove,,,,,
922,nuevo laredo,,,,,
923,wake forest,,,,,
924,broken arrow,,,,,
925,lakeland,,,,,
926,pacoima,,,,,
927,norfolk,,,,,
928,salem,,,,,
929,daytona beach,,,,,
930,eliot,,,,,
931,milwaukee,,,,,
932,kent,,,,,
933,salem,,,,,
934,wake forest,,,,,
935,portsmouth,,,,,
936,brownsville,,,,,
937,woodbine,,,,,
938,winston-salem,,,,,
939,brockton,,,,,
940,taunton,,,,,
941,cypress,,,,,
942,darlington,,,,,
943,mooresville,,,,,
944,erie,,,,,
945,picayune,,,,,
946,evanston,,,,,
947,slidell,,,,,
948,west memphis,,,,,
949,florence,,,,,
950,runnemede,,,,,
951,coto laurel,,,,,
952,salem,,,,,
953,quincy,,,,,
954,sturgis,,,,,
955,norfolk,,,,,
956,senatobia,,,,,
957,frankfort,,,,,
958,cartersville,,,,,
959,alice,,,,,
960,norfolk,,,,,
961,dolton,,,,,
962,lima,,,,,
963,apopka,,,,,
964,honolulu,,,,,
965,norristown,,,,,
966,moultrie,,,,,
967,bakersfield,,,,,
968,topeka,,,,,
969,caruthersville,,,,,
970,grand prairie,,,,,
971,mount juliet,,,,,
972,largo,,,,,
973,baldwin park,,,,,
974,north port,,,,,
975,west babylon,,,,,
976,trujillo alto,,,,,
977,cape girardeau,,,,,
978,rocky mount,,,,,
979,parker,,,,,
980,seaford,,,,,
981,arlington heights,,,,,
982,norfolk,,,,,
983,florence,,,,,
984,san juan,,,,,
985,lodi,,,,,
986,honolulu,,,,,
987,gaithersburg,,,,,
988,norfolk,,,,,
989,danville,,,,,
990,woodbine,,,,,
991,north wilkesboro,,,,,
992,bridgeport,,,,,
993,bowling green,,,,,
994,milwaukee,,,,,
995,abilene,,,,,
996,rossville,,,,,
997,montgomery,,,,,
998,seaford,,,,,
999,waterbury,,,,,
1000,zanesville,,,,,
1001,lexington,,,,,
1002,greer,,,,,
1003,college station,,,,,
1004,laredo,,,,,
1005,biloxi,,,,,
1006,rockford,,,,,
1007,norwalk,,,,,
1008,reidsville,,,,,
1009,hermitage,,,,,
1010,woodland,,,,,
1011,smyrna,,,,,
1012,lakeland,,,,,
1013,milwaukee,,,,,
1014,suffolk,,,,,
1015,sedro-woolley,,,,,
1016,lawrence,,,,,
1017,hannibal,,,,,
1018,delray beach,,,,,
1019,pikesville,,,,,
1020,muncie,,,,,
1021,overland,,,,,
1022,gaithersburg,,,,,
1023,kamas,,,,,
1024,orange,,,,,
1025,chalmette,,,,,
1026,belmar,,,,,
1027,balcones heights,,,,,
1028,panama city,,,,,
1029,sandusky,,,,,
1030,batavia,,,,,
1031,san juan,,,,,
1032,chino,,,,,
1033,san juan,,,,,
1034,palmetto,,,,,
1035,lawrence,,,,,
1036,florence,,,,,
1037,sterling,,,,,
1038,jersey city,,,,,
1039,hendersonville,,,,,
1040,suffolk,,,,,
1041,connelly springs,,,,,
1042,ottumwa,,,,,
1043,parkersburg,,,,,
1044,montgomery,,,,,
1045,gettysburg,,,,,
1046,bakersfield,,,,,
1047,belleville,,,,,
1048,slidell,,,,,
1049,yuma,,,,,
1050,wake forest,,,,,
1051,rossville,,,,,
1052,pittsburg,,,,,
1053,randleman,,,,,
1054,cedar rapids,,,,,
1055,union city,,,,,
1056,saltillo,,,,,
1057,ocoee,,,,,
1058,foley,,,,,
1059,laredo,,,,,
1060,pacoima,,,,,
1061,horseheads,,,,,
1062,honolulu,,,,,
1063,grand prairie,,,,,
1064,lexington,,,,,
1065,devine,,,,,
1066,camarillo,,,,,
1067,bowling green,,,,,
1068,huntington park,,,,,
1069,san juan,,,,,
1070,erie,,,,,
1071,upper marlboro,,,,,
1072,taunton,,,,,
1073,woodbine,,,,,
1074,woodbine,,,,,
1075,monsey,,,,,
1076,cumberland,,,,,
1077,san juan,,,,,
1078,clovis,,,,,
1079,darby,,,,,
1080,monsey,,,,,
1081,honolulu,,,,,
1082,maryville,,,,,
1083,south bend,,,,,
1084,milwaukee,,,,,
1085,savannah,,,,,
1086,round rock,,,,,
1087,greer,,,,,
1088,fargo,,,,,
1089,rockford,,,,,
1090,north augusta,,,,,
1091,norfolk,,,,,
1092,grand blanc,,,,,
1093,woodbine,,,,,
1094,milwaukee,,,,,
1095,salem,,,,,
1096,corpus christi,,,,,
1097,montgomery,,,,,
1098,yuma,,,,,
1099,pueblo,,,,,
1100,abilene,,,,,
1101,honolulu,,,,,
1102,salem,,,,,
1103,holly,,,,,
1104,belton,,,,,
1105,livonia,,,,,
1106,desert hot springs,,,,,
1107,abilene,,,,,
1108,glen burnie,,,,,
1109,montgomery,,,,,
1110,hurricane,,,,,
1111,wilson,,,,,
1112,lynwood,,,,,
1113,bowling green,,,,,
1114,belleville,,,,,
1115,dolton,,,,,
1116,florence,,,,,
1117,murfreesboro,,,,,
1118,upper marlboro,,,,,
1119,milwaukee,,,,,
1120,san juan,,,,,
1121,pittsburg,,,,,
1122,college station,,,,,
1123,laredo,,,,,
1124,milwaukee,,,,,
1125,sarasota,,,,,
1126,wilson,,,,,
1127,pacoima,,,,,
1128,corpus christi,,,,,
1129,salem,,,,,
1130,conyers,,,,,
1131,west monroe,,,,,
1132,ypsilanti,,,,,
1133,west chicago,,,,,
1134,grand blanc,,,,,
1135,cypress,,,,,
1136,dublin,,,,,
1137,east hampton,,,,,
1138,nutley,,,,,
1139,altoona,,,,,
1140,hanford,,,,,
1141,saint robert,,,,,
1142,herndon,,,,,
1143,downey,,,,,
1144,south bend,,,,,
1145,el centro,,,,,
1146,stafford,,,,,
1147,san juan capistrano,,,,,
1148,belleville,,,,,
1149,warner robins,,,,,
1150,cumberland,,,,,
1151,warner robins,,,,,
1152,portsmouth,,,,,
1153,oak grove,,,,,
1154,hammond,,,,,
1155,zanesville,,,,,
1156,rolla,,,,,
1157,kent,,,,,
1158,overland,,,,,
1159,north augusta,,,,,
1160,san jacinto,,,,,
1161,utica,,,,,
1162,florence,,,,,
1163,salem,,,,,
1164,ravenna,,,,,
1165,holly,,,,,
1166,pacoima,,,,,
1167,mount juliet,,,,,
1168,parkville,,,,,
1169,largo,,,,,
1170,runnemede,,,,,
1171,milwaukee,,,,,
1172,ypsilanti,,,,,
1173,ypsilanti,,,,,
1174,kent,,,,,
1175,erie,,,,,
1176,milwaukee,,,,,
1177,holland,,,,,
1178,holland,,,,,
1179,norfolk,,,,,
1180,addison,,,,,
1181,lake charles,,,,,
1182,roscoe,,,,,
1183,blue springs,,,,,
1184,lexington,,,,,
1185,portsmouth,,,,,
1186,milwaukee,,,,,
1187,ciudad juárez,,,,,
1188,norristown,,,,,
1189,danville,,,,,
1190,riverhead,,,,,
1191,laredo,,,,,
1192,london,,,,,
1193,weslaco,,,,,
1194,seneca falls,,,,,
1195,odessa,,,,,
1196,sparks,,,,,
1197,smyrna,,,,,
1198,la paz,,,,,
1199,norwalk,,,,,
1200,merchantville,,,,,
1201,lawrence,,,,,
1202,norcross,,,,,
1203,topeka,,,,,
1204,ypsilanti,,,,,
1205,wytheville,,,,,
1206,huntington,,,,,
1207,bowling green,,,,,
1208,milwaukee,,,,,
1209,roseburg,,,,,
1210,broken arrow,,,,,
1211,spartanburg,,,,,
1212,slidell,,,,,
1213,pueblo,,,,,
1214,belleville,,,,,
1215,massillon,,,,,
1216,newnan,,,,,
1217,boiling springs,,,,,
1218,surprise,,,,,
1219,east chicago,,,,,
1220,woodbine,,,,,
1221,purdon,,,,,
1222,woodbine,,,,,
1223,grand blanc,,,,,
1224,cary,,,,,
1225,bridgeport,,,,,
1226,westbury,,,,,
1227,port arthur,,,,,
1228,pacoima,,,,,
1229,carson,,,,,
1230,takoma park,,,,,
1231,palatka,,,,,
1232,gulfport,,,,,
1233,oak lawn,,,,,
1234,peachtree corners,,,,,
1235,catlettsburg,,,,,
1236,corpus christi,,,,,
1237,hammond,,,,,
1238,gretna,,,,,
1239,corona,,,,,
1240,kent,,,,,
1241,duluth,,,,,
1242,duluth,,,,,
1243,woodbine,,,,,
1244,winston-salem,,,,,
1245,corpus christi,,,,,
1246,bogalusa,,,,,
1247,rockford,,,,,
1248,belleville,,,,,
1249,yukon,,,,,
1250,east orange,,,,,
1251,cassville,,,,,
1252,odessa,,,,,
1253,lincolnshire,,,,,
1254,corpus christi,,,,,
1255,pittsburg,,,,,
1256,zanesville,,,,,
1257,corpus christi,,,,,
1258,norfolk,,,,,
1259,milwaukee,,,,,
1260,norfolk,,,,,
1261,rockford,,,,,
1262,millington,,,,,
1263,laredo,,,,,
1264,south bend,,,,,
1265,pacoima,,,,,
1266,delton,,,,,
1267,corning,,,,,
1268,chesterfield,,,,,
1269,pittsburg,,,,,
1270,barrington,,,,,
1271,ringgold,,,,,
1272,san juan,,,,,
1273,nuevo laredo,,,,,
1274,laredo,,,,,
1275,scarsdale,,,,,
1276,upper marlboro,,,,,
1277,honolulu,,,,,
1278,clewiston,,,,,
1279,oak ridge,,,,,
1280,kent,,,,,
1281,lombard,,,,,
1282,corpus christi,,,,,
1283,corpus christi,,,,,
1284,san juan,,,,,
1285,waterbury,,,,,
1286,kent,,,,,
1287,norfolk,,,,,
1288,chalmette,,,,,
1289,grand blanc,,,,,
1290,grand prairie,,,,,
1291,tuscaloosa,,,,,
1292,lithonia,,,,,
1293,new baltimore,,,,,
1294,jersey city,,,,,
1295,pacoima,,,,,
1296,laredo,,,,,
1297,germantown,,,,,
1298,rockford,,,,,
1299,texas city,,,,,
1300,milwaukee,,,,,
1301,portsmouth,,,,,
1302,sparks,,,,,
1303,angola,,,,,
1304,brenham,,,,,
1305,zanesville,,,,,
1306,shirley,,,,,
1307,kent,,,,,
1308,north port,,,,,
1309,belleville,,,,,
1310,honolulu,,,,,
1311,lexington,,,,,
1312,magalia,,,,,
1313,norfolk,,,,,
1314,jamestown,,,,,
1315,norwalk,,,,,
1316,south bend,,,,,
1317,greenbrier,,,,,
1318,west fargo,,,,,
1319,san juan,,,,,
1320,weatherford,,,,,
1321,orland park,,,,,
1322,brownsville,,,,,
1323,lakeland,,,,,
1324,kingshill,,,,,
1325,pacoima,,,,,
1326,sturgeon bay,,,,,
1327,dolton,,,,,
1328,largo,,,,,
1329,wilson,,,,,
1330,ossining,,,,,
1331,norfolk,,,,,
1332,woodbine,,,,,
1333,carmichael,,,,,
1334,florence,,,,,
1335,kent,,,,,
1336,rocky mount,,,,,
1337,weslaco,,,,,
1338,odessa,,,,,
1339,bakersfield,,,,,
1340,ballwin,,,,,
1341,hobbs,,,,,
1342,weslaco,,,,,
1343,surprise,,,,,
1344,wylie,,,,,
1345,berlin,,,,,
1346,burleson,,,,,
1347,utica,,,,,
1348,devine,,,,,
1349,knightdale,,,,,
1350,apex,,,,,
1351,manor,,,,,
1352,shelby,,,,,
1353,florence,,,,,
1354,palatka,,,,,
1355,duluth,,,,,
1356,kent,,,,,
1357,broken arrow,,,,,
1358,bakersfield,,,,,
1359,sarasota,,,,,
1360,barrington,,,,,
1361,smyrna,,,,,
1362,erie,,,,,
1363,pueblo,,,,,
1364,morrow,,,,,
1365,belleville,,,,,
1366,griffin,,,,,
1367,kent,,,,,
1368,lorain,,,,,
1369,hastings,,,,,
1370,pacoima,,,,,
1371,colonial heights,,,,,
1372,ypsilanti,,,,,
1373,upper marlboro,,,,,
1374,laplace,,,,,
1375,lexington,,,,,
1376,fall river,,,,,
1377,college station,,,,,
1378,gretna,,,,,
1379,mantua,,,,,
1380,milwaukee,,,,,
1381,kent,,,,,
1382,lititz,,,,,
1383,bridgeton,,,,,
1384,cedar rapids,,,,,
1385,nicholasville,,,,,
1386,bakersfield,,,,,
1387,envigado,,,,,
1388,sterling,,,,,
1389,bogalusa,,,,,
1390,kent,,,,,
1391,norwalk,,,,,
1392,parker,,,,,
1393,ypsilanti,,,,,
1394,quincy,,,,,
1395,clearwater,,,,,
1396,willowbrook,,,,,
1397,pinellas park,,,,,
1398,norfolk,,,,,
1399,savannah,,,,,
1400,san juan,,,,,
1401,murfreesboro,,,,,
1402,erie,,,,,
1403,lake charles,,,,,
1404,montgomery,,,,,
1405,lincolnshire,,,,,
1406,norfolk,,,,,
1407,conyers,,,,,
1408,westbury,,,,,
1409,wolcottville,,,,,
1410,kent,,,,,
1411,scarsdale,,,,,
1412,bridgeton,,,,,
1413,dickinson,,,,,
1414,honolulu,,,,,
1415,milwaukee,,,,,
1416,elk grove,,,,,
1417,ocoee,,,,,
1418,college station,,,,,
1419,lomita,,,,,
1420,milwaukee,,,,,
1421,carmichael,,,,,
1422,kearney,,,,,
1423,bowling green,,,,,
1424,honolulu,,,,,
1425,lyons,,,,,
1426,grand prairie,,,,,
1427,monterrey,,,,,
1428,spring valley,,,,,
1429,corona,,,,,
1430,savannah,,,,,
1431,sun city center,,,,,
1432,winter park,,,,,
1433,mooresville,,,,,
1434,loiza,,,,,
1435,bowling green,,,,,
1436,granger,,,,,
1437,milwaukee,,,,,
1438,greer,,,,,
1439,merrick,,,,,
1440,new baltimore,,,,,
1441,rockford,,,,,
1442,largo,,,,,
1443,honolulu,,,,,
1444,san juan,,,,,
1445,peachtree corners,,,,,
1446,hermitage,,,,,
1447,milton,,,,,
1448,kent,,,,,
1449,norfolk,,,,,
1450,lockport,,,,,
1451,kent,,,,,
1452,weslaco,,,,,
1453,norfolk,,,,,
1454,holt,,,,,
1455,murrells inlet,,,,,
1456,milwaukee,,,,,
1457,yuma,,,,,
1458,lithonia,,,,,
1459,odessa,,,,,
1460,huntington,,,,,
1461,biloxi,,,,,
1462,maple shade township,,,,,
1463,latrobe,,,,,
1464,milwaukee,,,,,
1465,honolulu,,,,,
1466,monterrey,,,,,
1467,maywood,,,,,
1468,pacoima,,,,,
1469,lake forest,,,,,
1470,alpharetta,,,,,
1471,mount airy,,,,,
1472,corona,,,,,
1473,broomfield,,,,,
1474,lindenhurst,,,,,
1475,lexington,,,,,
1476,downey,,,,,
1477,sierra vista,,,,,
1478,norfolk,,,,,
1479,smyrna,,,,,
1480,norfolk,,,,,
1481,laredo,,,,,
1482,parkersburg,,,,,
1483,belleville,,,,,
1484,suwanee,,,,,
1485,yuma,,,,,
1486,hammond,,,,,
1487,honolulu,,,,,
1488,duson,,,,,
1489,chino,,,,,
1490,eau claire,,,,,
1491,goldsboro,,,,,
1492,pacoima,,,,,
1493,corpus christi,,,,,
1494,camarillo,,,,,
1495,guatemala city,,,,,
1496,belleville,,,,,
1497,round rock,,,,,
1498,berlin,,,,,
1499,willits,,,,,
1500,mchenry,,,,,
1501,jamestown,,,,,
1502,willowbrook,,,,,
1503,milwaukee,,,,,
1504,de pere,,,,,
1505,laredo,,,,,
1506,daytona beach,,,,,
1507,slidell,,,,,
1508,lakeland,,,,,
1509,sylvania,,,,,
1510,utica,,,,,
1511,berlin,,,,,
1512,honolulu,,,,,
1513,holly springs,,,,,
1514,norfolk,,,,,
1515,maryville,,,,,
1516,savannah,,,,,
1517,san juan,,,,,
1518,overland,,,,,
1519,new windsor,,,,,
1520,salem,,,,,
1521,utica,,,,,
1522,lithonia,,,,,
1523,milwaukee,,,,,
1524,odessa,,,,,
1525,milwaukee,,,,,
1526,takoma park,,,,,
1527,savannah,,,,,
1528,rockford,,,,,
1529,milwaukee,,,,,
1530,lake charles,,,,,
1531,blythe,,,,,
1532,kilmarnock,,,,,
1533,fruitland,,,,,
1534,oswego,,,,,
1535,wilkesboro,,,,,
1536,ciudad juárez,,,,,
1537,swansea,,,,,
1538,yucca valley,,,,,
1539,zanesville,,,,,
1540,waipahu,,,,,
1541,grand prairie,,,,,
1542,lake jackson,,,,,
1543,goshen,,,,,
1544,old orchard beach,,,,,
1545,hammond,,,,,
1546,honolulu,,,,,
1547,ocoee,,,,,
1548,coamo,,,,,
1549,bridgeton,,,,,
1550,belleville,,,,,
1551,grand blanc,,,,,
1552,wilson,,,,,
1553,cumberland,,,,,
1554,big bear,,,,,
1555,taunton,,,,,
1556,east chicago,,,,,
1557,brownsville,,,,,
1558,orange,,,,,
1559,kent,,,,,
1560,slidell,,,,,
1561,de pere,,,,,
1562,glen burnie,,,,,
1563,topeka,,,,,
1564,lake jackson,,,,,
1565,erie,,,,,
1566,north port,,,,,
1567,bullhead city,,,,,
1568,vestal,,,,,
1569,milwaukee,,,,,
1570,kernersville,,,,,
1571,danville,,,,,
1572,salem,,,,,
1573,brownsville,,,,,
1574,honolulu,,,,,
1575,belleville,,,,,
1576,germantown,,,,,
1577,alice,,,,,
1578,milwaukee,,,,,
1579,west new york,,,,,
1580,hughson,,,,,
1581,carrollton,,,,,
1582,norristown,,,,,
1583,taunton,,,,,
1584,sierra vista,,,,,
1585,honolulu,,,,,
1586,kent,,,,,
1587,montebello,,,,,
1588,marstons mills,,,,,
1589,martinsville,,,,,
1590,gaithersburg,,,,,
1591,goldsboro,,,,,
1592,shirley,,,,,
1593,florence,,,,,
1594,norfolk,,,,,
1595,belleville,,,,,
1596,rocky mount,,,,,
1597,rocky mount,,,,,
1598,blue springs,,,,,
1599,corpus christi,,,,,
1600,milwaukee,,,,,
1601,merrillville,,,,,
1602,woodbine,,,,,
1603,deridder,,,,,
1604,niceville,,,,,
1605,yucaipa,,,,,
1606,wilkesboro,,,,,
1607,honolulu,,,,,
1608,germantown,,,,,
1609,kinston,,,,,
1610,marlborough,,,,,
1611,granger,,,,,
1612,frankfort,,,,,
1613,topeka,,,,,
1614,texas city,,,,,
1615,apopka,,,,,
1616,wilson,,,,,
1617,florence,,,,,
1618,belleville,,,,,
1619,alpharetta,,,,,
1620,strasburg,,,,,
1621,oak lawn,,,,,
1622,cypress,,,,,
1623,kent,,,,,
1624,holland,,,,,
1625,norfolk,,,,,
1626,olympia,,,,,
1627,milwaukee,,,,,
1628,monsey,,,,,
1629,portsmouth,,,,,
1630,barstow,,,,,
1631,cumberland,,,,,
1632,grand prairie,,,,,
1633,hammond,,,,,
1634,seagoville,,,,,
1635,florence,,,,,
1636,belleville,,,,,
1637,rye,,,,,
1638,parker,,,,,
1639,norfolk,,,,,
1640,san luis potosí city,,,,,
1641,sandusky,,,,,
1642,parkersburg,,,,,
1643,cartersville,,,,,
1644,bonaire,,,,,
1645,alpharetta,,,,,
1646,fulton,,,,,
1647,corpus christi,,,,,
1648,east orange,,,,,
1649,duluth,,,,,
1650,camp hill,,,,,
1651,kamas,,,,,
1652,hancock,,,,,
1653,kent,,,,,
1654,sturgeon bay,,,,,
1655,milwaukee,,,,,
1656,milwaukee,,,,,
1657,goose creek,,,,,
1658,grand prairie,,,,,
1659,belton,,,,,
1660,milwaukee,,,,,
1661,san juan,,,,,
1662,laredo,,,,,
1663,maryville,,,,,
1664,san juan,,,,,
1665,sanderson,,,,,
1666,bakersfield,,,,,
1667,avon park,,,,,
1668,milwaukee,,,,,
1669,glen burnie,,,,,
1670,eustis,,,,,
1671,winston-salem,,,,,
1672,pueblo,,,,,
1673,salem,,,,,
1674,bowling green,,,,,
1675,bakersfield,,,,,
1676,milwaukee,,,,,
1677,painesville,,,,,
1678,hammond,,,,,
1679,belleville,,,,,
1680,vestal,,,,,
1681,milwaukee,,,,,
1682,san juan,,,,,
1683,germantown,,,,,
1684,lexington,,,,,
1685,abilene,,,,,
1686,danville,,,,,
1687,brownsville,,,,,
1688,newington,,,,,
1689,maywood,,,,,
1690,laredo,,,,,
1691,lithonia,,,,,
1692,byram,,,,,
1693,north augusta,,,,,
1694,west monroe,,,,,
1695,north olmsted,,,,,
1696,massillon,,,,,
1697,goodyear,,,,,
1698,quincy,,,,,
1699,montgomery,,,,,
1700,port washington,,,,,
1701,lawrence,,,,,
1702,bakersfield,,,,,
1703,goldsboro,,,,,
1704,honolulu,,,,,
1705,milwaukee,,,,,
1706,johnson city,,,,,
1707,pacoima,,,,,
1708,spring valley,,,,,
1709,downey,,,,,
1710,winston-salem,,,,,
1711,kent,,,,,
